|index|Symbol|Security Name
3070|2420|IGD|Voya Global Equity Dividend and Premium Opportunity Fund
3071|1636|IGF|iShares Global Infrastructure ETF
3072|2424|IGI|Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
3073|1637|IGIB|iShares Intermediate-Term Corporate Bond ETF
3074|1638|IGMS|IGM Biosciences, Inc. - Common Stock
3075|1639|IGOV|iShares International Treasury Bond ETF
3076|2429|IGR|CBRE Clarion Global Real Estate Income Fund Common Stock
3077|1640|IGSB|iShares Short-Term Corporate Bond ETF
3078|2431|IGT|International Game Technology Ordinary Shares
3079|2435|IHC|Independence Holding Company Common Stock
3080|2436|IHD|Voya Emerging Markets High Income Dividend Equity Fund Common Shares
3081|2440|IHG|Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
3082|2442|IHIT|Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
3083|1641|IHRT|iHeartMedia, Inc. - Class A Common Stock
3084|2444|IHTA|Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share
3085|2446|IID|Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest
3086|2447|IIF|Morgan Stanley India Investment Fund, Inc. Common Stock
3087|1642|III|Information Services Group, Inc. - Common Stock
3088|1643|IIIN|Insteel Industries, Inc. - Common Stock
3089|1644|IIIV|i3 Verticals, Inc. - Common Stock
3090|2450|IIM|Invesco Value Municipal Income Trust Common Stock
3091|1645|IIN|IntriCon Corporation - Common Stock
3092|2451|IIPR|Innovative Industrial Properties, Inc. Common Stock
3093|2452|IIPR-A|Innovative Industrial Properties, Inc. 9.00% Series A Cumulative Redeemable Preferred Stock
3094|1646|IIVI|II-VI Incorporated - Common Stock
3095|1647|IJT|iShares S&P Small-Cap 600 Growth ETF
3096|1648|IKNX|Ikonics Corporation - Common Stock
3097|1649|ILMN|Illumina, Inc. - Common Stock
3098|1650|ILPT|Industrial Logistics Properties Trust - Common Shares of Beneficial Interest
3099|1651|IMAB|I-MAB - American Depositary Shares
3100|1652|IMAC|IMAC Holdings, Inc. - Common Stock
3101|1653|IMACW|IMAC Holdings, Inc. - Warrant
3102|2462|IMAX|Imax Corporation Common Stock
3103|1654|IMBI|iMedia Brands, Inc. - Class A Common Stock
3104|1655|IMGN|ImmunoGen, Inc. - Common Stock
3105|1656|IMKTA|Ingles Markets, Incorporated - Class A Common Stock
3106|1657|IMMP|Immutep Limited - American Depositary Shares
3107|1658|IMMR|Immersion Corporation - Common Stock
3108|1659|IMMU|Immunomedics, Inc. - Common Stock
3109|1660|IMOS|ChipMOS TECHNOLOGIES INC. - American Depositary Shares
3110|1661|IMRN|Immuron Limited - American Depositary Shares
3111|1662|IMRNW|Immuron Limited - Warrants
3112|1663|IMTE|Integrated Media Technology Limited - Ordinary Shares
3113|1664|IMUX|Immunic, Inc.  - Common Stock
3114|1665|IMV|IMV Inc. - Common Shares
3115|1666|IMVT|Immunovant, Inc.  - Common Stock
3116|1667|IMVTU|Immunovant, Inc.  - Units
3117|1668|IMVTW|Immunovant, Inc.  - Warrants expiring 12/18/2024
3118|1669|IMXI|International Money Express, Inc. - Common Stock
3119|1670|INAP|Internap Corporation - Common Stock
3120|1671|INBK|First Internet Bancorp - Common Stock
3121|1672|INBKL|First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026
3122|1673|INBKZ|First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029
3123|1674|INCY|Incyte Corporation - Common Stock
3124|1675|INDB|Independent Bank Corp. - Common Stock
3125|1676|INDY|iShares S&P India Nifty 50 Index Fund
3126|1677|INFI|Infinity Pharmaceuticals, Inc. - Common Stock
3127|1678|INFN|Infinera Corporation - Common Stock
3128|2474|INFO|IHS Markit Ltd. Common Shares
3129|1679|INFR|Legg Mason Global Infrastructure ETF
3130|2476|INFY|Infosys Limited American Depositary Shares
3131|2477|ING|ING Group, N.V. Common Stock
3132|1680|INGN|Inogen, Inc - Common Stock
3133|2478|INGR|Ingredion Incorporated Common Stock
3134|1681|INMB|INmune Bio Inc. - Common stock
3135|1682|INMD|InMode Ltd.  - Ordinary Shares
3136|2480|INN|Summit Hotel Properties, Inc. Common Stock
3137|2481|INN-D|Summit Hotel Properties, Inc. 6.45% Series D Cumulative Redeemable Preferred Stock
3138|2482|INN-E|Summit Hotel Properties, Inc. 6.250% Series E Cumulative Redeemable Preferred Stock
3139|1683|INNT|Innovate Biopharmaceuticals, Inc. - Common Stock
3140|1684|INO|Inovio Pharmaceuticals, Inc. - Common Stock
3141|1685|INOD|Innodata Inc. - Common Stock
3142|1686|INOV|Inovalon Holdings, Inc. - Class A Common Stock
3143|1687|INPX|Inpixon  - Common Stock
3144|1688|INSE|Inspired Entertainment, Inc. - Common Stock
3145|1689|INSG|Inseego Corp. - Common Stock
3146|2485|INSI|Insight Select Income Fund
3147|1690|INSM|Insmed, Inc. - Common Stock
3148|2486|INSP|Inspire Medical Systems, Inc. Common Stock
3149|2487|INST|Instructure, Inc. Common Stock
3150|1691|INSU|Insurance Acquisition Corp. - Class A Common Stock
3151|1692|INSUU|Insurance Acquisition Corp. - Unit
3152|1693|INSUW|Insurance Acquisition Corp. - Warrant
3153|2488|INSW|International Seaways, Inc. Common Stock 
3154|2489|INSW-A|International Seaways, Inc. 8.50% Senior Notes due June 30, 2023
3155|2490|INT|World Fuel Services Corporation Common Stock
3156|1694|INTC|Intel Corporation - Common Stock
3157|1695|INTG|The Intergroup Corporation - Common Stock
3158|1696|INTL|INTL FCStone Inc. - Common Stock
3159|1697|INTU|Intuit Inc. - Common Stock
3160|1698|INVA|Innoviva, Inc. - Common Stock
3161|1699|INVE|Identiv, Inc. - Common Stock
3162|2494|INVH|Invitation Homes Inc. Common Stock
3163|1700|INWK|InnerWorkings, Inc. - Common Stock
3164|2495|INXN|InterXion Holding N.V. Ordinary Shares (0.01 nominal value)
3165|2496|IO|Ion Geophysical Corporation Common Stock
3166|1701|IONS|Ionis Pharmaceuticals, Inc. - Common Stock
3167|1702|IOSP|Innospec Inc. - Common Stock
3168|1703|IOTS|Adesto Technologies Corporation - Common Stock
3169|1704|IOVA|Iovance Biotherapeutics, Inc. - Common Stock
3170|2499|IP|International Paper Company Common Stock
3171|1705|IPAR|Inter Parfums, Inc. - Common Stock
3172|1706|IPDN|Professional Diversity Network, Inc. - Common Stock
3173|2504|IPG|Interpublic Group of Companies, Inc. (The) Common Stock
3174|1707|IPGP|IPG Photonics Corporation - Common Stock
3175|1708|IPHA|Innate Pharma S.A. - American Depositary Shares
3176|2505|IPHI|Inphi Corporation Common Stock $0.001 par value
3177|2506|IPI|Intrepid Potash, Inc Common Stock
3178|1709|IPKW|Invesco International BuyBack Achievers ETF
3179|1710|IPLDP|Interstate Power and Light Company - Interstate Power & Light Company Perp Preferred 5.10% Series D
3180|2509|IPV|InterPrivate Acquisition Corp. Common Stock
3181|2511|IPV+|InterPrivate Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share
3182|2510|IPV=|InterPrivate Acquisition Corp. Units, each consisting of one share of common stock, $.0001 par value, and one-half of one Warrant
3183|1711|IPWR|Ideal Power Inc. - Common Stock
3184|1712|IQ|iQIYI, Inc. - American Depositary Shares
3185|2516|IQI|Invesco Quality Municipal Income Trust Common Stock
3186|2522|IQV|IQVIA Holdings, Inc. Common Stock
3187|2523|IR|Ingersoll Rand Inc. Common Stock
3188|1713|IRBT|iRobot Corporation - Common Stock
3189|1714|IRCP|IRSA Propiedades Comerciales S.A. - American Depository Shares
3190|1715|IRDM|Iridium Communications Inc - Common Stock
3191|2525|IRET|Investors Real Estate Trust Shares of Beneficial Interest
3192|2526|IRET-C|Investors Real Estate Trust 6.625% Series C Cumulative Redeemable Preferred Shares (Liquidation Preference $25.00 Per Share)
3193|1716|IRIX|IRIDEX Corporation - Common Stock
3194|2527|IRL|New Ireland Fund, Inc (The) Common Stock
3195|2528|IRM|Iron Mountain Incorporated (Delaware)Common Stock REIT
3196|1717|IRMD|iRadimed Corporation - Common Stock
3197|1718|IROQ|IF Bancorp, Inc. - Common Stock
3198|2529|IRR|Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest
3199|2530|IRS|IRSA Inversiones Y Representaciones S.A. Common Stock
3200|2531|IRT|Independence Realty Trust, Inc. Common Stock
3201|1719|IRTC|iRhythm Technologies, Inc. - Common Stock
3202|1720|IRWD|Ironwood Pharmaceuticals, Inc. - Class A Common Stock
3203|1721|ISBC|Investors Bancorp, Inc. - Common Stock
3204|2533|ISD|PGIM High Yield Bond Fund, Inc.
3205|1722|ISDS|Invesco RAFI Strategic Developed ex-US Small Company ETF
3206|1723|ISDX|Invesco RAFI Strategic Developed ex-US ETF
3207|1724|ISEE|IVERIC bio, Inc. - Common Stock
3208|1725|ISEM|Invesco RAFI Strategic Emerging Markets ETF
3209|2535|ISG|ING Group, N.V. Perpetual Dent Secs 6.125%
3210|1726|ISHG|iShares 1-3 Year International Treasury Bond ETF
3211|1727|ISIG|Insignia Systems, Inc. - Common Stock
3212|1728|ISNS|Image Sensing Systems, Inc. - Common Stock
3213|1729|ISRG|Intuitive Surgical, Inc. - Common Stock
3214|1730|ISSC|Innovative Solutions and Support, Inc. - Common Stock
3215|1731|ISTB|iShares Core 1-5 Year USD Bond ETF
3216|1732|ISTR|Investar Holding Corporation - Common Stock
3217|2540|IT|Gartner, Inc. Common Stock
3218|2543|ITCB|Itau CorpBanca American Depositary Shares (each representing 1,500 shares of Common Stock, no par value)
3219|1733|ITCI|Intra-Cellular Therapies Inc. - Common Stock
3220|2545|ITGR|Integer Holdings Corporation Common Stock
3221|1734|ITI|Iteris, Inc. - Common Stock
3222|1735|ITIC|Investors Title Company - Common Stock
3223|1736|ITMR|Itamar Medical Ltd. - American Depository Shares
3224|1737|ITRI|Itron, Inc. - Common Stock
3225|1738|ITRM|Iterum Therapeutics plc - Ordinary Share
3226|1739|ITRN|Ituran Location and Control Ltd. - Ordinary Shares
3227|2549|ITT|ITT Inc. Common Stock 
3228|2550|ITUB|Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
3229|2551|ITW|Illinois Tool Works Inc. Common Stock
3230|1740|IUS|Invesco RAFI Strategic US ETF
3231|1741|IUSB|iShares Core Total USD Bond Market ETF
3232|1742|IUSG|iShares Core S&P U.S. Growth ETF
3233|1743|IUSS|Invesco RAFI Strategic US Small Company ETF
3234|1744|IUSV|iShares Core S&P U.S. Value ETF
3235|1745|IVAC|Intevac, Inc. - Common Stock
3236|2553|IVC|Invacare Corporation Common Stock
3237|2555|IVH|Ivy High Income Opportunities Fund Common Shares of Beneficial Interest
3238|2561|IVR|INVESCO MORTGAGE CAPITAL INC Common Stock
3239|2562|IVR-A|Invesco Mortgage Capital Inc. Pfd Ser A
3240|2563|IVR-B|Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg
3241|2564|IVR-C|INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquation Preference $25.00 per Share
3242|2567|IVZ|Invesco Ltd Common Stock
3243|2582|IX|Orix Corp Ads Common Stock
3244|1746|IXUS|iShares Core MSCI Total International Stock ETF
3245|1747|IZEA|IZEA Worldwide, Inc. - Common Stock
3246|2604|J|Jacobs Engineering Group Inc. Common Stock
3247|1748|JACK|Jack In The Box Inc. - Common Stock
3248|1749|JAGX|Jaguar Health, Inc. - Common Stock
3249|1750|JAKK|JAKKS Pacific, Inc. - Common Stock
3250|1751|JAN|JanOne Inc. - Common Stock
3251|2606|JAX|J. Alexander's Holdings, Inc. Common Stock
3252|1752|JAZZ|Jazz Pharmaceuticals plc - Ordinary Shares
3253|2607|JBGS|JBG SMITH Properties Common Shares 
3254|1753|JBHT|J.B. Hunt Transport Services, Inc. - Common Stock
3255|2608|JBK|Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
3256|2609|JBL|Jabil Inc. Common Stock
3257|1754|JBLU|JetBlue Airways Corporation - Common Stock
3258|2610|JBN|Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007-1 Trust
3259|2611|JBR|Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2006-1, Class A-1
3260|1755|JBSS|John B. Sanfilippo & Son, Inc. - Common Stock
3261|2612|JBT|John Bean Technologies Corporation Common Stock
3262|2613|JCAP|Jernigan Capital, Inc. Common Stock
3263|2614|JCAP-B|Jernigan Capital, Inc. 7.00% Series B Cumulative Redeemable Perpetual Preferred Stock
3264|2615|JCE|Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
3265|2616|JCI|Johnson Controls International plc Ordinary Share
3266|2617|JCO|Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest
3267|1756|JCOM|j2 Global, Inc. - Common Stock
3268|2618|JCP|J.C. Penney Company, Inc. Holding Company Common Stock
3269|1757|JCS|Communications Systems, Inc. - Common Stock
3270|1758|JCTCF|Jewett-Cameron Trading Company - Common Shares
3271|1759|JD|JD.com, Inc. - American Depositary Shares
3272|2620|JDD|Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest
3273|2623|JE|Just Energy Group, Inc. Ordinary Shares (Canada)
3274|2624|JE-A|Just Energy Group, Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares
3275|2625|JEF|Jefferies Financial Group Inc. Common Stock
3276|2626|JELD|JELD-WEN Holding, Inc. Common Stock
3277|2627|JEMD|Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest, $0.01 par value per share
3278|2628|JEQ|Aberdeen Japan Equity Fund, Inc.  Common Stock
3279|1760|JFIN|Jiayin Group Inc. - American Depositary Shares
3280|1761|JFK|8i Enterprises Acquisition Corp - Ordinary Shares
3281|1762|JFKKR|8i Enterprises Acquisition Corp - Right
3282|1763|JFKKU|8i Enterprises Acquisition Corp - Unit
3283|1764|JFKKW|8i Enterprises Acquisition Corp - Warrant
3284|2630|JFR|Nuveen Floating Rate Income Fund Common Stock
3285|1765|JFU|9F Inc. - American Depositary Shares
3286|1766|JG|Aurora Mobile Limited - American Depositary Shares
3287|2631|JGH|Nuveen Global High Income Fund Common Shares of Beneficial Interest
3288|2632|JHAA|Nuveen High Income 2023 Target Term Fund Common Shares of Beneficial Interest
3289|2633|JHB|Nuveen High Income November 2021 Target Term Fund Nuveen High Income November 2021 Target Term Fund
3290|2636|JHG|Janus Henderson Group plc Ordinary Shares
3291|2637|JHI|John Hancock Investors Trust Common Stock
3292|2650|JHS|John Hancock Income Securities Trust Common Stock
3293|2652|JHX|James Hardie Industries plc American Depositary Shares (Ireland)
3294|2653|JHY|Nuveen High Income 2020 Target Term Fund Common Shares of Beneficial Interest
3295|2655|JIH|Juniper Industrial Holdings, Inc. Class A Common Stock
3296|2657|JIH+|Juniper Industrial Holdings, Inc. Redeemable warrants included as part of the units
3297|2656|JIH=|Juniper Industrial Holdings, Inc. Units, each consisting of one share of Class A common stock, $0.0001 par value per share, and one-half of one warrant
3298|2658|JILL|J. Jill, Inc. Common Stock
3299|1767|JJSF|J & J Snack Foods Corp. - Common Stock
3300|1768|JKHY|Jack Henry & Associates, Inc. - Common Stock
3301|1769|JKI|iShares Morningstar Mid-Cap ETF
3302|2677|JKS|JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
3303|2678|JLL|Jones Lang LaSalle Incorporated Common Stock
3304|2679|JLS|Nuveen Mortgage and Income Fund
3305|2681|JMEI|Jumei International Holding Limited American Depositary Shares, each representing ten Class A ordinary share
3306|2682|JMF|Nuveen Energy MLP Total Return Fund Common Shares of Beneficial Interest
3307|2683|JMIA|Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares
3308|2685|JMLP|Nuveen All Cap Energy MLP Opportunities Fund Common Shares of Beneficial Interest
3309|2686|JMM|Nuveen Multi-Market Income Fund (MA)
3310|2688|JMP|JMP Group LLC Common Shares
3311|1770|JMPNL|JMP Group LLC - 7.25% Senior Notes due 2027
3312|1771|JMPNZ|JMP Group LLC - 6.875% Senior Notes due 2029
3313|1772|JNCE|Jounce Therapeutics, Inc. - Common Stock
3314|2691|JNJ|Johnson & Johnson Common Stock
3315|2694|JNPR|Juniper Networks, Inc. Common Stock
3316|1773|JOBS|51job, Inc. - American Depositary Shares, each representing two common shares
3317|2698|JOE|St. Joe Company (The) Common Stock
3318|2699|JOF|Japan Smaller Capitalization Fund Inc Common Stock
3319|1774|JOUT|Johnson Outdoors Inc. - Class A Common Stock
3320|2701|JP|Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares
3321|2702|JPC|Nuveen Preferred & Income Opportunities Fund
3322|2710|JPI|Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
3323|2713|JPM|JP Morgan Chase & Co. Common Stock
3324|2714|JPM-C|J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock, Series EE
3325|2715|JPM-D|J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD
3326|2716|JPM-G|J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.10% Non-Cumulative Preferred Stock, Series AA
3327|2717|JPM-H|J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.15% Non-Cumulative Preferred Stock, Series BB
3328|2718|JPM-J|J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG
3329|2725|JPS|Nuveen Preferred & Income Securities Fund
3330|2728|JPT|Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest
3331|2731|JQC|Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
3332|2733|JRI|Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
3333|1775|JRJC|China Finance Online Co. Limited - American Depositary Shares
3334|2734|JRO|Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
3335|2735|JRS|Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
3336|1776|JRSH|Jerash Holdings (US), Inc. - Common Stock
3337|1777|JRVR|James River Group Holdings, Ltd. - Common Shares
3338|2736|JSD|Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
3339|1778|JSM|Navient Corporation - 6% Senior Notes due December 15, 2043
3340|1779|JSMD|Janus Henderson Small/Mid Cap Growth Alpha ETF
3341|1780|JSML|Janus Henderson Small Cap Growth Alpha ETF
3342|2737|JT|Jianpu Technology Inc. American depositary shares, each two representing five Class A ordinary shares
3343|2738|JTA|Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest
3344|2739|JTD|Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest
3345|1781|JVA|Coffee Holding Co., Inc. - Common Stock
3346|2742|JW.A|John Wiley & Sons, Inc. Common Stock
3347|2743|JW.B|John Wiley & Sons, Inc. Common Stock
3348|2744|JWN|Nordstrom, Inc. Common Stock
3349|1782|JYNT|The Joint Corp. - Common Stock
3350|2746|K|Kellogg Company Common Stock
3351|2747|KAI|Kadant Inc Common Stock
3352|1783|KALA|Kala Pharmaceuticals, Inc. - Common Stock
3353|1784|KALU|Kaiser Aluminum Corporation - Common Stock
3354|1785|KALV|KalVista Pharmaceuticals, Inc. - Common Stock
3355|2749|KAMN|Kaman Corporation Common Stock
3356|2750|KAR|KAR Auction Services, Inc Common Stock
3357|2752|KB|KB Financial Group Inc
3358|1786|KBAL|Kimball International, Inc. - Class B Common Stock
3359|2755|KBH|KB Home Common Stock
3360|1787|KBLM|KBL Merger Corp. IV - Common Stock
3361|1788|KBLMR|KBL Merger Corp. IV - Rights
3362|1789|KBLMU|KBL Merger Corp. IV - Unit
3363|1790|KBLMW|KBL Merger Corp. IV - Warrant
3364|2756|KBR|KBR, Inc. Common Stock
3365|1791|KBSF|KBS Fashion Group Limited - Common Stock
3366|1792|KBWB|Invesco KBW Bank ETF
3367|1793|KBWD|Invesco KBW High Dividend Yield Financial ETF
3368|1794|KBWP|Invesco KBW Property & Casualty Insurance ETF
3369|1795|KBWR|Invesco KBW Regional Banking ETF
3370|1796|KBWY|Invesco KBW Premium Yield Equity REIT ETF
3371|1797|KCAPL|Portman Ridge Finance Corporation - 6.125% Notes due 2022
3372|2761|KDMN|Kadmon Holdings, Inc. Common Stock
3373|2762|KDP|Keurig Dr Pepper Inc. Common Stock
3374|1798|KE|Kimball Electronics, Inc. - Common Stock
3375|1799|KELYA|Kelly Services, Inc. - Class A Common Stock
3376|1800|KELYB|Kelly Services, Inc. - Class B Common Stock
3377|2763|KEM|KEMET Corporation Common Stock
3378|2766|KEN|Kenon Holdings Ltd. Ordinary Shares
3379|2767|KEP|Korea Electric Power Corporation Common Stock
3380|1801|KEQU|Kewaunee Scientific Corporation - Common Stock
3381|1802|KERN|Akerna Corp. - Common Stock
3382|1803|KERNW|Akerna Corp. - Warrant
3383|2768|KEX|Kirby Corporation Common Stock
3384|2769|KEY|KeyCorp Common Stock
3385|2770|KEY-I|KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E
3386|2771|KEY-J|KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F
3387|2772|KEY-K|KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G
3388|2773|KEYS|Keysight Technologies Inc. Common Stock
3389|2774|KF|Korea Fund, Inc. (The) New Common Stock
3390|1804|KFFB|Kentucky First Federal Bancorp - Common Stock
3391|1805|KFRC|Kforce, Inc. - Common Stock
3392|2775|KFS|Kingsway Financial Services, Inc. Common Stock (DE)
3393|2776|KFY|Korn Ferry Common Stock
3394|2778|KGC|Kinross Gold Corporation Common Stock
3395|1806|KGJI|Kingold Jewelry Inc. - Common Stock
3396|1807|KHC|The Kraft Heinz Company - Common Stock
3397|1808|KIDS|OrthoPediatrics Corp. - Common Stock
3398|2781|KIM|Kimco Realty Corporation Common Stock
3399|2782|KIM-L|Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share
3400|2783|KIM-M|Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share
3401|1809|KIN|Kindred Biosciences, Inc. - Common Stock
3402|1810|KINS|Kingstone Companies, Inc - Common Stock
3403|2784|KIO|KKR Income Opportunities Fund Common Shares
3404|1811|KIRK|Kirkland's, Inc. - Common Stock
3405|2787|KKR|KKR & Co. Inc. Class A Common Stock
3406|2788|KKR-A|KKR & Co. Inc. 6.75% Series A Preferred Stock
3407|2789|KKR-B|KKR & Co. Inc. 6.50% Series B Preferred Stock
3408|2790|KL|Kirkland Lake Gold Ltd. Common Shares
3409|1812|KLAC|KLA Corporation  - Common Stock
3410|1813|KLDO|Kaleido Biosciences, Inc. - Common Stock
3411|1814|KLIC|Kulicke and Soffa Industries, Inc. - Common Stock
3412|1815|KLXE|KLX Energy Services Holdings, Inc.  - Common Stock
3413|2795|KMB|Kimberly-Clark Corporation Common Stock
3414|1816|KMDA|Kamada Ltd. - Ordinary Shares
3415|2797|KMF|Kayne Anderson Midstream Energy Fund, Inc Common Stock
3416|2798|KMI|Kinder Morgan, Inc. Common Stock
3417|1817|KMPH|KemPharm, Inc. - Common Stock
3418|2799|KMPR|Kemper Corporation
3419|2800|KMT|Kennametal Inc. Common Stock
3420|2801|KMX|CarMax Inc
3421|2802|KN|Knowles Corporation Common Stock
3422|1818|KNDI|Kandi Technologies Group, Inc. - Common Stock
3423|2805|KNL|Knoll, Inc. Common Stock
3424|2806|KNOP|KNOT Offshore Partners LP Common Units representing Limited Partner Interests
3425|1819|KNSA|Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock
3426|1820|KNSL|Kinsale Capital Group, Inc. - Common Stock
3427|2808|KNX|Knight-Swift Transportation Holdings Inc.
3428|2809|KO|Coca-Cola Company (The) Common Stock
3429|1821|KOD|Kodiak Sciences Inc - Common Stock
3430|2811|KODK|Eastman Kodak Company Common New
3431|2812|KOF|Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
3432|2817|KOP|Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
3433|1822|KOPN|Kopin Corporation - Common Stock
3434|2820|KOS|Kosmos Energy Ltd. Common Shares (DE)
3435|1823|KOSS|Koss Corporation - Common Stock
3436|1824|KPTI|Karyopharm Therapeutics Inc. - Common Stock
3437|2821|KR|Kroger Company (The) Common Stock
3438|2822|KRA|Kraton Corporation Common Stock
3439|2823|KRC|Kilroy Realty Corporation Common Stock
3440|2825|KREF|KKR Real Estate Finance Trust Inc. Common Stock
3441|2826|KRG|Kite Realty Group Trust Common Stock
3442|1825|KRKR|36Kr Holdings Inc. - American Depositary Shares
3443|1826|KRMA|Global X Conscious Companies ETF
3444|1827|KRMD|Repro Med Systems, Inc. - Common Stock
3445|1828|KRNT|Kornit Digital Ltd. - Ordinary Shares
3446|1829|KRNY|Kearny Financial - Common Stock
3447|2827|KRO|Kronos Worldwide Inc Common Stock
3448|2828|KRP|Kimbell Royalty Partners Common Units Representing Limited Partner Interests
3449|1830|KRTX|Karuna Therapeutics, Inc. - Common Stock
3450|1831|KRUS|Kura Sushi USA, Inc. - Class A Common Stock
3451|1832|KRYS|Krystal Biotech, Inc. - Common Stock
3452|2831|KSM|DWS Strategic Municipal Income Trust
3453|2832|KSS|Kohl's Corporation Common Stock
3454|2833|KSU|Kansas City Southern Common Stock
3455|2834|KSU-|Kansas City Southern Preferred Stock
3456|2835|KT|KT Corporation Common Stock
3457|2836|KTB|Kontoor Brands, Inc. Common Stock 
3458|1833|KTCC|Key Tronic Corporation - Common Stock
3459|2837|KTF|DWS Municipal Income Trust
3460|2838|KTH|Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
3461|2839|KTN|Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
3462|1834|KTOS|Kratos Defense & Security Solutions, Inc. - Common Stock
3463|1835|KTOV|Kitov Pharma Ltd. - American Depositary Shares
3464|1836|KTOVW|Kitov Pharma Ltd. - Warrants
3465|2840|KTP|Corts 7.625 Pfd Common Stock
3466|1837|KURA|Kura Oncology, Inc. - Common Stock
3467|1838|KVHI|KVH Industries, Inc. - Common Stock
3468|2842|KW|Kennedy-Wilson Holdings Inc. Common Stock
3469|2844|KWR|Quaker Chemical Corporation Common Stock
3470|1839|KXIN|Kaixin Auto Holdings - Ordinary Share
3471|2846|KYN|Kayne Anderson MLP/Midstream Investment Company Common Stock
3472|1840|KZIA|Kazia Therapeutics Limited - American Depositary Shares
3473|1841|KZR|Kezar Life Sciences, Inc. - Common Stock
3474|2847|L|Loews Corporation Common Stock
3475|2850|LAC|Lithium Americas Corp. Common Shares
3476|1842|LACQ|Leisure Acquisition Corp. - Common Stock
3477|1843|LACQU|Leisure Acquisition Corp. - Unit
3478|1844|LACQW|Leisure Acquisition Corp. - Warrant
3479|2852|LAD|Lithia Motors, Inc. Common Stock
3480|2853|LADR|Ladder Capital Corp Class A Common Stock
