|index|Symbol|Security Name
433|238|ARDS|Aridis Pharmaceuticals Inc. - Common Stock
434|239|ARDX|Ardelyx, Inc. - Common Stock
435|251|ARE|Alexandria Real Estate Equities, Inc. Common Stock
436|240|AREC|American Resources Corporation - Class A Common Stock
437|252|ARES|Ares Management Corporation Class A Common Stock
438|253|ARES-A|Ares Management Corporation 7.00% Series A Preferred Stock
439|254|ARGD|Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042
440|255|ARGO|Argo Group International Holdings, Ltd.
441|241|ARGX|argenx SE - American Depositary Shares
442|257|ARI|Apollo Commercial Real Estate Finance, Inc
443|242|ARKR|Ark Restaurants Corp. - Common Stock
444|263|ARL|American Realty Investors, Inc. Common Stock
445|264|ARLO|Arlo Technologies, Inc. Common Stock
446|243|ARLP|Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests
447|265|ARMK|Aramark Common Stock
448|244|ARNA|Arena Pharmaceuticals, Inc. - Common Stock
449|268|ARNC|Arconic Inc. Common Stock
450|270|AROC|Archrock, Inc. Common Stock
451|245|AROW|Arrow Financial Corporation - Common Stock
452|246|ARPO|Aerpio Pharmaceuticals, Inc. - Common Stock
453|247|ARQT|Arcutis Biotherapeutics, Inc. - Common stock
454|271|ARR|ARMOUR Residential REIT, Inc.
455|272|ARR-C|ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)
456|248|ARTL|Artelo Biosciences, Inc. - Common Stock
457|249|ARTLW|Artelo Biosciences, Inc. - Warrant
458|250|ARTNA|Artesian Resources Corporation - Class A Non-Voting Common Stock
459|251|ARTW|Art's-Way Manufacturing Co., Inc. - Common Stock
460|252|ARVN|Arvinas, Inc. - Common Stock
461|273|ARW|Arrow Electronics, Inc. Common Stock
462|253|ARWR|Arrowhead Pharmaceuticals, Inc. - Common Stock
463|254|ARYA|ARYA Sciences Acquisition Corp. - Class A Ordinary Shares
464|255|ARYAU|ARYA Sciences Acquisition Corp. - Unit
465|256|ARYAW|ARYA Sciences Acquisition Corp. - Warrant
466|274|ASA|ASA  Gold and Precious Metals Limited
467|275|ASB|Associated Banc-Corp Common Stock
468|276|ASB-C|Associated Banc-Corp Depositary shares, each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock, Series C
469|277|ASB-D|Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock, Series D
470|278|ASB-E|Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E
471|279|ASC|Ardmore Shipping Corporation Common Stock
472|257|ASET|FlexShares Real Assets Allocation Index Fund
473|258|ASFI|Asta Funding, Inc. - Common Stock
474|281|ASG|Liberty All-Star Growth Fund, Inc.
475|282|ASGN|ASGN Incorporated Common Stock
476|283|ASH|Ashland Global Holdings Inc. Common Stock
477|287|ASIX|AdvanSix Inc. Common Stock 
478|259|ASLN|ASLAN Pharmaceuticals Limited - American Depositary Shares
479|260|ASMB|Assembly Biosciences, Inc. - Common Stock
480|261|ASML|ASML Holding N.V. - New York Registry Shares
481|262|ASNA|Ascena Retail Group, Inc. - Common Stock
482|263|ASND|Ascendis Pharma A/S - American Depositary Shares
483|289|ASPN|Aspen Aerogels, Inc. Common Stock
484|264|ASPS|Altisource Portfolio Solutions S.A. - Common Stock
485|265|ASPU|Aspen Group Inc. - Common Stock
486|290|ASR|Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock
487|266|ASRT|Assertio Therapeutics, Inc. - Common Stock
488|267|ASRV|AmeriServ Financial Inc. - Common Stock
489|268|ASRVP|AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A
490|269|ASTC|Astrotech Corporation - Common Stock
491|270|ASTE|Astec Industries, Inc. - Common Stock
492|271|ASUR|Asure Software Inc - Common Stock
493|291|ASX|ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) 
494|272|ASYS|Amtech Systems, Inc. - Common Stock
495|292|AT|Atlantic Power Corporation Ordinary Shares (Canada)
496|273|ATAX|America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests
497|293|ATCO|Atlas Corp. Common Shares
498|294|ATCO-D|Atlas Corp. 7.95% Series D
499|295|ATCO-E|Atlas Corp. 8.25% Series E
500|296|ATCO-G|Atlas Corp. 8.20% Series G
501|297|ATCO-H|Atlas Corp. 7.875% Series H
502|298|ATCO-I|Atlas Corp. Series I Fixed-to-Floating 
503|274|ATCX|Atlas Technical Consultants, Inc. - Class A Common Stock
504|275|ATCXW|Atlas Technical Consultants, Inc. - Warrant
505|276|ATEC|Alphatec Holdings, Inc. - Common Stock
506|299|ATEN|A10 Networks, Inc. Common Stock
507|277|ATEX|Anterix Inc. - Common Stock
508|304|ATGE|Adtalem Global Education Inc. Common Stock
509|305|ATH|Athene Holding Ltd. Class A Common Shares
510|306|ATH-A|Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A
511|307|ATH-B|Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share
512|278|ATHE|Alterity Therapeutics Limited - American Depositary Shares
513|308|ATHM|Autohome Inc. American Depositary Shares, each representing one class A ordinary share.
514|279|ATHX|Athersys, Inc. - Common Stock
515|309|ATI|Allegheny Technologies Incorporated Common Stock
516|280|ATIF|ATIF Holdings Limited - Ordinary Shares
517|310|ATKR|Atkore International Group Inc. Common Stock
518|281|ATLC|Atlanticus Holdings Corporation - Common Stock
519|282|ATLO|Ames National Corporation - Common Stock
520|283|ATNI|ATN International, Inc. - Common Stock
521|284|ATNX|Athenex, Inc. - Common Stock
522|313|ATO|Atmos Energy Corporation Common Stock
523|285|ATOM|Atomera Incorporated - Common Stock
524|286|ATOS|Atossa Therapeutics, Inc. - Common Stock
525|314|ATR|AptarGroup, Inc. Common Stock
526|287|ATRA|Atara Biotherapeutics, Inc. - Common Stock
527|288|ATRC|AtriCure, Inc. - Common Stock
528|289|ATRI|Atrion Corporation - Common Stock
529|290|ATRO|Astronics Corporation - Common Stock
530|291|ATRS|Antares Pharma, Inc. - Common Stock
531|292|ATSG|Air Transport Services Group, Inc - Common Stock
532|315|ATTO|Atento S.A. Ordinary Shares
533|316|ATUS|Altice USA, Inc. Class A Common Stock
534|317|ATV|Acorn International, Inc. ADS
535|293|ATVI|Activision Blizzard, Inc - Common Stock
536|294|ATXI|Avenue Therapeutics, Inc. - Common Stock
537|318|AU|AngloGold Ashanti Limited Common Stock
538|295|AUB|Atlantic Union Bankshares Corporation - Common Stock
539|296|AUBN|Auburn National Bancorporation, Inc. - Common Stock
540|297|AUDC|AudioCodes Ltd. - Ordinary Shares
541|298|AUPH|Aurinia Pharmaceuticals Inc - Common Shares
542|299|AUTL|Autolus Therapeutics plc - American Depositary Shares
543|300|AUTO|AutoWeb, Inc. - Common Stock
544|322|AUY|Yamana Gold Inc. Ordinary Shares (Canada)
545|323|AVA|Avista Corporation Common Stock
546|324|AVAL|Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)
547|301|AVAV|AeroVironment, Inc. - Common Stock
548|325|AVB|AvalonBay Communities, Inc. Common Stock
549|302|AVCO|Avalon GloboCare Corp. - Common Stock
550|326|AVD|American Vanguard Corporation Common Stock ($0.10 Par Value)
551|303|AVDL|Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share
552|304|AVEO|AVEO Pharmaceuticals, Inc. - Common Stock
553|305|AVGO|Broadcom Inc. - Common Stock
554|306|AVGOP|Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A
555|307|AVGR|Avinger, Inc. - Common Stock
556|330|AVH|Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares)
557|308|AVID|Avid Technology, Inc. - Common Stock
558|331|AVK|Advent Convertible and Income Fund
559|332|AVLR|Avalara, Inc. Common Stock
560|333|AVNS|Avanos Medical, Inc. Common Stock
561|309|AVNW|Aviat Networks, Inc. - Common Stock
562|310|AVRO|AVROBIO, Inc. - Common Stock
563|311|AVT|Avnet, Inc. - Common Stock
564|334|AVTR|Avantor, Inc. Common Stock
565|335|AVTR-A|Avantor, Inc. Series A Mandatory Convertible Preferred Stock
566|338|AVX|AVX Corporation Common Stock
567|312|AVXL|Anavex Life Sciences Corp. - Common Stock
568|339|AVY|Avery Dennison Corporation Common Stock
569|340|AVYA|Avaya Holdings Corp. Common Stock
570|342|AWF|Alliancebernstein Global High Income Fund
571|343|AWI|Armstrong World Industries Inc Common Stock
572|344|AWK|American Water Works Company, Inc. Common Stock
573|345|AWP|Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest
574|346|AWR|American States Water Company Common Stock
575|313|AWRE|Aware, Inc. - Common Stock
576|349|AX|Axos Financial, Inc. Common Stock
577|314|AXAS|Abraxas Petroleum Corporation - Common Stock
578|315|AXDX|Accelerate Diagnostics, Inc. - Common Stock
579|350|AXE|Anixter International Inc. Common Stock
580|316|AXGN|Axogen, Inc. - Common Stock
581|317|AXGT|Axovant Gene Therapies Ltd. - Common Shares
582|352|AXL|American Axle & Manufacturing Holdings, Inc. Common Stock
583|318|AXLA|Axcella Health Inc. - Common Stock
584|319|AXNX|Axonics Modulation Technologies, Inc. - Common Stock
585|353|AXO|Axos Financial, Inc. 6.25% Subordinated Notes Due 2026
586|354|AXP|American Express Company Common Stock
587|355|AXR|AMREP Corporation Common Stock
588|356|AXS|Axis Capital Holdings Limited Common Stock
589|357|AXS-E|Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares
590|320|AXSM|Axsome Therapeutics, Inc. - Common Stock
591|358|AXTA|Axalta Coating Systems Ltd. Common Shares
592|321|AXTI|AXT Inc - Common Stock
593|322|AY|Atlantica Yield plc - Ordinary Shares
594|360|AYI|Acuity Brands, Inc. 
595|361|AYR|Aircastle Limited Common Stock
596|323|AYTU|Aytu BioScience, Inc. - Common Stock
597|362|AYX|Alteryx, Inc. Class A Common Stock
598|363|AZN|Astrazeneca PLC Common Stock
599|364|AZO|AutoZone, Inc. Common Stock
600|324|AZPN|Aspen Technology, Inc. - Common Stock
601|365|AZRE|Azure Power Global Limited Equity Shares
602|325|AZRX|AzurRx BioPharma, Inc. - Common Stock
603|366|AZUL|Azul S.A. American Depositary Shares (each representing three preferred shares)
604|367|AZZ|AZZ Inc.
605|368|B|Barnes Group, Inc. Common Stock
606|369|BA|Boeing Company (The) Common Stock
607|371|BABA|Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share
608|372|BAC|Bank of America Corporation Common Stock
609|373|BAC-A|Bank of America Corporation Depositary Shares, each representing a 1/1,000 th interest in a share of Bank of America Corporation 6.000% Non-Cumulative
610|374|BAC-B|Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG
611|375|BAC-C|Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.200% Non-Cumulative Preferred Stock, Series C
612|376|BAC-E|Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E
613|377|BAC-K|Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH
614|378|BAC-L|Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L
615|379|BAC-M|Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK
616|380|BAC-N|Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL
617|381|BAF|BlackRock Municipal Income Investment Quality Trust
618|382|BAH|Booz Allen Hamilton Holding Corporation Common Stock
619|383|BAK|Braskem SA ADR
620|385|BAM|Brookfield Asset Management Inc. Common Stock
621|386|BANC|Banc of California, Inc. Common Stock
622|387|BANC-D|Banc of California, Inc. Depositary Shares each representing a 1/40th interest in a share of 7.375% Non-Cumulative Perpetual Preferred Stock, Series D
623|388|BANC-E|Banc of California, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock, Series E
624|326|BAND|Bandwidth Inc. - Class A Common Stock
625|327|BANF|BancFirst Corporation - Common Stock
626|328|BANFP|BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities
627|329|BANR|Banner Corporation - Common Stock
628|330|BANX|StoneCastle Financial Corp - Common Stock
629|389|BAP|Credicorp Ltd. Common Stock
630|331|BASI|Bioanalytical Systems, Inc. - Common Stock
631|332|BATRA|Liberty Media Corporation - Series A Liberty Braves Common Stock
632|333|BATRK|Liberty Media Corporation - Series C Liberty Braves Common Stock
633|395|BAX|Baxter International Inc. Common Stock
634|396|BB|BlackBerry Limited Common Stock
635|397|BBAR|Banco BBVA Argentina S.A. ADS
636|334|BBBY|Bed Bath & Beyond Inc. - Common Stock
637|335|BBCP|Concrete Pumping Holdings, Inc.  - Common Stock
638|401|BBD|Banco Bradesco Sa American Depositary Shares
639|402|BBDC|Barings BDC, Inc. Common Stock
640|403|BBDO|Banco Bradesco Sa American Depositary Shares (each representing one Common Share)
641|405|BBF|BlackRock Municipal Income Investment Trust
642|336|BBGI|Beasley Broadcast Group, Inc. - Class A Common Stock
643|337|BBH|VanEck Vectors Biotech ETF
644|338|BBI|Brickell Biotech, Inc. - Common Stock
645|339|BBIO|BridgeBio Pharma, Inc. - Common Stock
646|408|BBK|Blackrock Municipal Bond Trust
647|409|BBL|BHP Group PlcSponsored ADR
648|410|BBN|BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest
649|340|BBQ|BBQ Holdings, Inc.  - Common Stock
650|341|BBSI|Barrett Business Services, Inc. - Common Stock
651|414|BBU|Brookfield Business Partners L.P. Limited Partnership Units 
652|416|BBVA|Banco Bilbao Vizcaya Argentaria S.A. Common Stock
653|417|BBW|Build-A-Bear Workshop, Inc. Common Stock
654|418|BBX|BBX Capital Corporation Class A Common Stock
655|419|BBY|Best Buy Co., Inc. Common Stock
656|420|BC|Brunswick Corporation Common Stock
657|421|BC-A|Brunswick Corporation 6.500% Senior Notes due 2048
658|422|BC-B|Brunswick Corporation 6.625% Senior Notes due 2049
659|423|BC-C|Brunswick Corporation 6.375% Notes due 2049
660|342|BCBP|BCB Bancorp, Inc. (NJ) - Common Stock
661|424|BCC|Boise Cascade, L.L.C. Common Stock
662|343|BCDA|BioCardia, Inc. - Common Stock
663|344|BCDAW|BioCardia, Inc. - Warrant
664|426|BCE|BCE, Inc. Common Stock
665|427|BCEI|Bonanza Creek Energy, Inc. Common Stock
666|345|BCEL|Atreca, Inc. - Class A Common Stock
667|428|BCH|Banco De Chile Banco De Chile ADS
668|346|BCLI|Brainstorm Cell Therapeutics Inc. - Common Stock
669|347|BCML|BayCom Corp - Common Stock
670|431|BCO|Brinks Company (The) Common Stock
671|348|BCOM|B Communications Ltd. - Ordinary Shares
672|349|BCOR|Blucora, Inc. - Common Stock
673|350|BCOV|Brightcove Inc. - Common Stock
674|351|BCOW|1895 Bancorp of Wisconsin, Inc. - Common Stock
675|352|BCPC|Balchem Corporation - Common Stock
676|432|BCRH|Blue Capital Reinsurance Holdings Ltd. Common Shares
677|353|BCRX|BioCryst Pharmaceuticals, Inc. - Common Stock
678|433|BCS|Barclays PLC Common Stock
679|434|BCSF|Bain Capital Specialty Finance, Inc. Common Stock
680|354|BCTF|Bancorp 34, Inc. - Common Stock
681|437|BCX|BlackRock Resources Common Shares of Beneficial Interest
682|355|BCYC|Bicycle Therapeutics plc - American Depositary Shares
683|438|BDC|Belden Inc Common Stock
684|356|BDGE|Bridge Bancorp, Inc. - Common Stock
685|444|BDJ|Blackrock Enhanced Equity Dividend Trust
686|446|BDN|Brandywine Realty Trust Common Stock
687|357|BDSI|BioDelivery Sciences International, Inc. - Common Stock
688|358|BDTX|Black Diamond Therapeutics, Inc. - Common Stock
689|449|BDX|Becton, Dickinson and Company Common Stock
690|450|BDXA|Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible Preferred Stock, Series A, $1.00 par value
691|451|BE|Bloom Energy Corporation Class A Common Stock
692|359|BEAM|Beam Therapeutics Inc. - Common Stock
693|360|BEAT|BioTelemetry, Inc. - Common Stock
694|361|BECN|Beacon Roofing Supply, Inc. - Common Stock
695|452|BEDU|Bright Scholar Education Holdings Limited American Depositary Shares, each  representing one Class A Ordinary Share
696|362|BELFA|Bel Fuse Inc. - Class A Common Stock
697|363|BELFB|Bel Fuse Inc. - Class B Common Stock
698|453|BEN|Franklin Resources, Inc. Common Stock
699|454|BEP|Brookfield Renewable Partners L.P. 
700|455|BEP-A|Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17
701|456|BERY|Berry Global Group, Inc. Common Stock
702|457|BEST|BEST Inc. American Depositary Shares, each representing one Class A Ordinary Share
703|458|BF.A|Brown Forman Inc Class A Common Stock
704|459|BF.B|Brown Forman Inc Class B Common Stock
705|460|BFAM|Bright Horizons Family Solutions Inc. Common Stock
706|364|BFC|Bank First Corporation - Common Stock
707|365|BFIN|BankFinancial Corporation - Common Stock
708|366|BFIT|Global X Health & Wellness Thematic ETF
709|462|BFK|BlackRock Municipal Income Trust
710|463|BFO|Blackrock Florida Municipal 2020 Term Trust
711|367|BFRA|Biofrontera AG - American Depositary Shares
712|465|BFS|Saul Centers, Inc. Common Stock
713|466|BFS-D|Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock
714|467|BFS-E|Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock
715|368|BFST|Business First Bancshares, Inc. - Common Stock
716|468|BFY|BlackRock New York Municipal Income Trust II
717|369|BFYT|Benefytt Technologies, Inc. - Class A Common Stock
718|469|BFZ|BlackRock California Municipal Income Trust
719|470|BG|Bunge Limited Bunge Limited
720|471|BGB|Blackstone / GSO Strategic Credit Fund Common Shares
721|370|BGCP|BGC Partners, Inc. - Class A Common Stock
722|371|BGFV|Big 5 Sporting Goods Corporation - Common Stock
723|472|BGG|Briggs & Stratton Corporation Common Stock
724|473|BGH|Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests
725|475|BGIO|BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest
726|372|BGNE|BeiGene, Ltd. - American Depositary Shares
